,Symbol,Current Price,Date,Time,Change,Open,High,Low,Volume,Trade Date,Purchase Price,Quantity,Commission,High Limit,Low Limit,Comment
0,ESNT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,FEYE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,FLO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,FLT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,FTV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,GDDY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,GHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,GIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,GLPI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,GRMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,GSAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,GWPH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,HAIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,HLF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,HRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,HSY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,HTZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,HUBS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,IBKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,ICPT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,ILMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,INCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,INFY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,IONS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,IPGP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,JAZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,KHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,KRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,LAMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,LBTYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,LBTYK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,LILA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,LNG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,LSXMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,MAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,MCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,MELI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,MMYT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,MNST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,MWA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,MXL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,NATI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,NEWR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,NLSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,NUAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,NXPI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,PAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,PANW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,PBYI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,POWI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,PPC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,PRGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,QSR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,RIG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,ROP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,SAVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,SBAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,SBNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,SCI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,SEIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,SERV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,SGEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,SHOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,SIG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,SRCL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,SU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,SWKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,SYNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,TDG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,TIVO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,TPH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,TPX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,TRMB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,TT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,UA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,UI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,UNIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,WBT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,ABEV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,ADI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,ALXN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,AMTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,ANET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,AON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,ASML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,AVB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,AVGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,AZN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,BBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,BHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,BHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,BTI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,BYD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,CACC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,CC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,CCI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,CCL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,CCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,COMM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,DD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
