,Symbol,Current Price,Date,Time,Change,Open,High,Low,Volume,Trade Date,Purchase Price,Quantity,Commission,High Limit,Low Limit,Comment
0,CTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,CYH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,DHR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,DISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,DUK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,DVN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,ECL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,EMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,EOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,EPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,ET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,EXC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,FCX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,FE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,FLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,GD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,GPC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,GT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,HAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,HCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,HES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,HFC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,HIG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,HUM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,IEP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,INT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,INTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
